rowID,file,Study_Name,Site_Name,PH,PH_Collection_Method,PH_mean,Organic_Carbon__percent,OC_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,ph_new,PHIHOX,CLYPPT,SLTPPT,SNDPPT,CECSOL,ORCDRC,phFinal,ClayFinal,SandFinal,SiltFinal,OCFinal,ESA,bio10_1,bio10_4,bio10_7,bio10_12,bio10_15,elevation,SnowMonths,SnowMonths_cat,Aridity,PETyr,PET_SD,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Biomassm2,logBiomass,Site_Abundance,Site_AbundanceUnits,Sites_Abundancem2,logAbundance
6730,4316_Birkhofer2012,birkhofer2012,AEG1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.733222591,27.48837209,47.00332226,25.84053156,20.39202658,3.322923588,5.733222591,27.48837209,25.84053156,47.00332226,3.322923588,Herbaceous,7.8,6468,25.9,822,27,708,1,1,12211,746,43.81178284,NA,NA,NA,NA,NA,NA,637,Individuals per m2,637,6.458338283
6731,4316_Birkhofer2012,birkhofer2012,AEG10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.733222591,30.82059801,45.50498339,23.6744186,21.55813953,2.947508306,5.733222591,30.82059801,23.6744186,45.50498339,2.947508306,Herbaceous,7.6,6443,25.8,870,26,754,2,2,12680,750,44.0728569,NA,NA,NA,NA,NA,NA,541,Individuals per m2,541,6.295266001
6732,4316_Birkhofer2012,birkhofer2012,AEG11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.733222591,30.65780731,43.17275748,26.50830565,21.72425249,3.560465116,5.733222591,30.65780731,26.50830565,43.17275748,3.560465116,Herbaceous,7.5,6456,25.8,994,26,757,1,1,12520,738,43.45399857,NA,NA,NA,NA,NA,NA,64,Individuals per m2,64,4.17438727
6733,4316_Birkhofer2012,birkhofer2012,AEG12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.732890365,26.65780731,45.00332226,28.33887043,21.38870432,3.238870432,5.732890365,26.65780731,28.33887043,45.00332226,3.238870432,Herbaceous,7.7,6463,25.9,845,27,738,1,1,12503,743,43.54587173,NA,NA,NA,NA,NA,NA,318,Individuals per m2,318,5.765191103
6734,4316_Birkhofer2012,birkhofer2012,AEG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.849501661,27.98671096,47.17275748,25.00664452,22.05315615,2.72923588,5.849501661,27.98671096,25.00664452,47.17275748,2.72923588,Herbaceous,7.7,6467,25.9,852,27,737,1,1,12581,740,43.58006668,NA,NA,NA,NA,NA,NA,637,Individuals per m2,637,6.458338283
6735,4316_Birkhofer2012,birkhofer2012,AEG14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.083388704,30.48837209,46.17275748,23.50830565,23.71428571,2.959468439,6.083388704,30.48837209,23.50830565,46.17275748,2.959468439,Herbaceous,7.6,6484,26,916,21,745,1,1,12585,731,43.4462471,NA,NA,NA,NA,NA,NA,605,Individuals per m2,605,6.406879986
6736,4316_Birkhofer2012,birkhofer2012,AEG15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,33.31893688,44.00664452,23.50830565,23.04651163,2.979401993,6.1,33.31893688,23.50830565,44.00664452,2.979401993,Herbaceous,7.5,6472,25.9,1059,24,744,1,1,12404,732,43.09679031,NA,NA,NA,NA,NA,NA,637,Individuals per m2,637,6.458338283
6737,4316_Birkhofer2012,birkhofer2012,AEG16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.782724252,27.82059801,44.50498339,28.33887043,22.20930233,2.875415282,5.782724252,27.82059801,28.33887043,44.50498339,2.875415282,Herbaceous,7.8,6485,26,903,23,712,1,1,12186,741,43.6713562,NA,NA,NA,NA,NA,NA,477,Individuals per m2,477,6.169610732
6738,4316_Birkhofer2012,birkhofer2012,AEG17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.883388704,28.48504983,44.17275748,27.00664452,21.54152824,2.73820598,5.883388704,28.48504983,27.00664452,44.17275748,2.73820598,Herbaceous,7.2,6464,25.9,1063,22,815,1,1,13300,718,42.59075165,NA,NA,NA,NA,NA,NA,446,Individuals per m2,446,6.102558595
6739,4316_Birkhofer2012,birkhofer2012,AEG18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.083056478,29.98671096,44.00332226,27.33887043,22.71760797,3.307973422,6.083056478,29.98671096,27.33887043,44.00332226,3.307973422,Herbaceous,7.6,6484,26,916,21,745,1,1,12585,731,43.4462471,NA,NA,NA,NA,NA,NA,350,Individuals per m2,350,5.860786223
6740,4316_Birkhofer2012,birkhofer2012,AEG19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.383056478,27.99003322,41.50830565,30.33887043,23.05315615,3.574086379,5.383056478,27.99003322,30.33887043,41.50830565,3.574086379,Herbaceous,7.6,6475,26,990,23,742,1,1,12527,736,43.24028397,NA,NA,NA,NA,NA,NA,605,Individuals per m2,605,6.406879986
6741,4316_Birkhofer2012,birkhofer2012,AEG2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,29.15614618,45.00664452,26.33887043,23.38538206,2.846511628,5.8,29.15614618,26.33887043,45.00664452,2.846511628,Herbaceous,7.6,6475,26,976,22,755,1,1,12687,733,43.43473816,NA,NA,NA,NA,NA,NA,286,Individuals per m2,286,5.659482216
6742,4316_Birkhofer2012,birkhofer2012,AEG20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61627907,29.65780731,46.00332226,25.33887043,21.55481728,3.244850498,5.61627907,29.65780731,25.33887043,46.00332226,3.244850498,Herbaceous,8,6479,25.9,861,27,674,1,1,11711,748,43.8507576,NA,NA,NA,NA,NA,NA,159,Individuals per m2,159,5.075173815
6743,4316_Birkhofer2012,birkhofer2012,AEG21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.933554817,28.99003322,48.00664452,23.50498339,21.55481728,2.788372093,5.933554817,28.99003322,23.50498339,48.00664452,2.788372093,Herbaceous,7.5,6459,25.8,915,26,761,1,1,12686,737,43.37137604,NA,NA,NA,NA,NA,NA,191,Individuals per m2,191,5.257495372
6744,4316_Birkhofer2012,birkhofer2012,AEG22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.983388704,29.48837209,45.17275748,25.33887043,22.03986711,2.734219269,5.983388704,29.48837209,25.33887043,45.17275748,2.734219269,Herbaceous,7.4,6474,25.9,993,24,778,1,1,12851,726,43.06874466,NA,NA,NA,NA,NA,NA,191,Individuals per m2,191,5.257495372
6745,4316_Birkhofer2012,birkhofer2012,AEG23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.233222591,30.48837209,47.6744186,21.84053156,22.69767442,2.344186047,6.233222591,30.48837209,21.84053156,47.6744186,2.344186047,Herbaceous,7.7,6488,26,934,21,727,1,1,12353,735,43.33229065,NA,NA,NA,NA,NA,NA,446,Individuals per m2,446,6.102558595
6746,4316_Birkhofer2012,birkhofer2012,AEG24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.532890365,30.48837209,42.50498339,27.50498339,21.55813953,3.493355482,5.532890365,30.48837209,27.50498339,42.50498339,3.493355482,Herbaceous,7.5,6476,26,949,23,760,1,1,12694,731,43.30792618,NA,NA,NA,NA,NA,NA,286,Individuals per m2,286,5.659482216
6747,4316_Birkhofer2012,birkhofer2012,AEG25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.449501661,25.15614618,45.00332226,30.33554817,18.38538206,3.140863787,5.449501661,25.15614618,30.33554817,45.00332226,3.140863787,Herbaceous,7.4,6441,25.8,807,26,777,1,1,12853,743,43.86239624,NA,NA,NA,NA,NA,NA,414,Individuals per m2,414,6.02827852
6748,4316_Birkhofer2012,birkhofer2012,AEG26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,24.99003322,44.00664452,30.8372093,20.38538206,2.653156146,5.9,24.99003322,30.8372093,44.00664452,2.653156146,Herbaceous,7.9,6480,25.9,767,24,694,1,1,12037,746,43.78133774,NA,NA,NA,NA,NA,NA,191,Individuals per m2,191,5.257495372
6749,4316_Birkhofer2012,birkhofer2012,AEG27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.333222591,27.99003322,47.50498339,24.50498339,22.3820598,2.564119601,6.333222591,27.99003322,24.50498339,47.50498339,2.564119601,Herbaceous,7.6,6477,25.9,947,21,747,1,1,12599,731,43.31177521,NA,NA,NA,NA,NA,NA,223,Individuals per m2,223,5.411646052
6750,4316_Birkhofer2012,birkhofer2012,AEG28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,28.48837209,43.17275748,28.8372093,20.72757475,3.559136213,5.6,28.48837209,28.8372093,43.17275748,3.559136213,Herbaceous,7.4,6477,25.9,1040,23,769,1,1,12696,727,43.02607346,NA,NA,NA,NA,NA,NA,541,Individuals per m2,541,6.295266001
6751,4316_Birkhofer2012,birkhofer2012,AEG29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.532890365,26.15946844,42.67109635,31.33554817,18.89036545,3.675415282,5.532890365,26.15946844,31.33554817,42.67109635,3.675415282,Herbaceous,7.8,6473,25.9,795,24,712,1,1,12231,744,43.79878235,NA,NA,NA,NA,NA,NA,446,Individuals per m2,446,6.102558595
6752,4316_Birkhofer2012,birkhofer2012,AEG3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.933222591,28.98671096,44.50498339,27.00664452,21.53820598,2.520930233,5.933222591,28.98671096,27.00664452,44.50498339,2.520930233,Herbaceous,7.3,6474,26,1046,22,789,1,1,12896,725,43.15564346,NA,NA,NA,NA,NA,NA,541,Individuals per m2,541,6.295266001
6753,4316_Birkhofer2012,birkhofer2012,AEG30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.733222591,26.65780731,45.67109635,27.8372093,21.04983389,2.946179402,5.733222591,26.65780731,27.8372093,45.67109635,2.946179402,Herbaceous,7.9,6490,25.9,840,24,686,1,1,11870,743,43.76158524,NA,NA,NA,NA,NA,NA,637,Individuals per m2,637,6.458338283
6754,4316_Birkhofer2012,birkhofer2012,AEG31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,25.99003322,50.00664452,24.8372093,20.55481728,3.112956811,5.6,25.99003322,24.8372093,50.00664452,3.112956811,Herbaceous,7.7,6483,25.9,890,23,718,1,1,12160,736,43.45367813,NA,NA,NA,NA,NA,NA,318,Individuals per m2,318,5.765191103
6755,4316_Birkhofer2012,birkhofer2012,AEG32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.683056478,29.98671096,44.17275748,27.33887043,20.55149502,3.344186047,5.683056478,29.98671096,27.33887043,44.17275748,3.344186047,Herbaceous,7.6,6479,25.9,1032,23,743,1,1,12452,730,43.08099747,NA,NA,NA,NA,NA,NA,255,Individuals per m2,255,5.545177444
6756,4316_Birkhofer2012,birkhofer2012,AEG33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.699667774,30.31893688,44.17275748,26.50498339,21.05647841,3.31461794,5.699667774,30.31893688,26.50498339,44.17275748,3.31461794,Herbaceous,7.3,6472,25.9,1068,23,786,1,1,12914,724,42.85699844,NA,NA,NA,NA,NA,NA,223,Individuals per m2,223,5.411646052
6757,4316_Birkhofer2012,birkhofer2012,AEG34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.650166113,28.48837209,44.17275748,27.33887043,21.38870432,3.189036545,5.650166113,28.48837209,27.33887043,44.17275748,3.189036545,Herbaceous,7.2,6467,25.9,1048,23,797,1,1,13009,721,42.80860138,NA,NA,NA,NA,NA,NA,64,Individuals per m2,64,4.17438727
6758,4316_Birkhofer2012,birkhofer2012,AEG35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.783056478,32.98671096,44.17275748,23.50830565,23.21262458,3.002657807,5.783056478,32.98671096,23.50830565,44.17275748,3.002657807,Herbaceous,7.8,6464,25.8,1076,26,703,0,0,12085,748,43.8507576,NA,NA,NA,NA,NA,NA,286,Individuals per m2,286,5.659482216
6759,4316_Birkhofer2012,birkhofer2012,AEG36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.883056478,33.9833887,43.50498339,23.50830565,23.53820598,3.112956811,5.883056478,33.9833887,23.50830565,43.50498339,3.112956811,Herbaceous,7.5,6452,25.8,1102,26,753,0,0,12618,737,43.32331467,NA,NA,NA,NA,NA,NA,414,Individuals per m2,414,6.02827852
6760,4316_Birkhofer2012,birkhofer2012,AEG37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.750498339,25.48837209,45.17275748,29.33887043,22.38870432,3.088704319,5.750498339,25.48837209,29.33887043,45.17275748,3.088704319,Herbaceous,7.8,6478,25.9,799,24,711,1,1,12240,741,43.6713562,NA,NA,NA,NA,NA,NA,350,Individuals per m2,350,5.860786223
6761,4316_Birkhofer2012,birkhofer2012,AEG38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.582724252,30.48837209,45.00332226,25.50830565,22.22259136,3.427242525,5.582724252,30.48837209,25.50830565,45.00332226,3.427242525,Herbaceous,7.2,6455,25.9,944,25,811,1,1,13240,722,42.72164536,NA,NA,NA,NA,NA,NA,95,Individuals per m2,95,4.564348191
6762,4316_Birkhofer2012,birkhofer2012,AEG39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.583056478,27.48837209,47.00332226,26.8372093,23.05315615,3.339202658,5.583056478,27.48837209,26.8372093,47.00332226,3.339202658,Herbaceous,8,6487,26,825,23,686,1,1,11970,746,43.78133774,NA,NA,NA,NA,NA,NA,573,Individuals per m2,573,6.352629396
6763,4316_Birkhofer2012,birkhofer2012,AEG4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.850166113,24.65780731,45.50498339,30.83388704,20.71760797,2.959800664,5.850166113,24.65780731,30.83388704,45.50498339,2.959800664,Herbaceous,8.1,6491,26,765,23,670,1,1,11869,749,44.11624527,NA,NA,NA,NA,NA,NA,923,Individuals per m2,923,6.828712072
6764,4316_Birkhofer2012,birkhofer2012,AEG40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.883056478,27.98671096,45.17275748,27.50498339,21.71760797,3.194684385,5.883056478,27.98671096,27.50498339,45.17275748,3.194684385,Herbaceous,7.3,6480,26,1011,20,788,1,1,13111,720,42.83495331,NA,NA,NA,NA,NA,NA,286,Individuals per m2,286,5.659482216
6765,4316_Birkhofer2012,birkhofer2012,AEG41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.383056478,25.15946844,47.00664452,28.83388704,19.56810631,4.725581395,5.383056478,25.15946844,28.83388704,47.00664452,4.725581395,Herbaceous,7.9,6478,26,792,25,704,1,1,12201,745,43.69869995,NA,NA,NA,NA,NA,NA,350,Individuals per m2,350,5.860786223
6766,4316_Birkhofer2012,birkhofer2012,AEG42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.549501661,25.15946844,45.50166113,30.00332226,21.05315615,3.412624585,5.549501661,25.15946844,30.00332226,45.50166113,3.412624585,Herbaceous,7.3,6452,25.9,896,26,788,1,1,12952,735,43.22831726,NA,NA,NA,NA,NA,NA,446,Individuals per m2,446,6.102558595
6767,4316_Birkhofer2012,birkhofer2012,AEG43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.98671096,44.00664452,26.00996678,22.54152824,2.453820598,6,29.98671096,26.00996678,44.00664452,2.453820598,Herbaceous,7.4,6478,26,1003,22,780,1,1,12872,724,42.85699844,NA,NA,NA,NA,NA,NA,509,Individuals per m2,509,6.234410726
6768,4316_Birkhofer2012,birkhofer2012,AEG44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.199667774,28.65448505,47.00664452,24.50498339,23.3820598,2.63986711,6.199667774,28.65448505,24.50498339,47.00664452,2.63986711,Herbaceous,7.9,6481,26,874,23,705,1,1,12174,745,43.87569427,NA,NA,NA,NA,NA,NA,477,Individuals per m2,477,6.169610732
6769,4316_Birkhofer2012,birkhofer2012,AEG45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.782724252,27.82059801,44.50498339,28.33887043,22.20930233,2.875415282,5.782724252,27.82059801,28.33887043,44.50498339,2.875415282,Herbaceous,7.8,6485,26,903,23,712,1,1,12186,741,43.6713562,NA,NA,NA,NA,NA,NA,350,Individuals per m2,350,5.860786223
6770,4316_Birkhofer2012,birkhofer2012,AEG46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.433222591,27.48837209,44.00664452,29.33887043,22.71428571,3.588372093,5.433222591,27.48837209,29.33887043,44.00664452,3.588372093,Herbaceous,7.8,6481,26,903,23,710,1,1,12196,742,43.58675766,NA,NA,NA,NA,NA,NA,509,Individuals per m2,509,6.234410726
6771,4316_Birkhofer2012,birkhofer2012,AEG47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.383388704,27.65780731,48.50166113,24.33887043,21.87707641,2.742192691,6.383388704,27.65780731,24.33887043,48.50166113,2.742192691,Herbaceous,7.7,6480,25.9,856,20,724,1,1,12320,737,43.3540802,NA,NA,NA,NA,NA,NA,32,Individuals per m2,32,3.496507561
6772,4316_Birkhofer2012,birkhofer2012,AEG48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,29.48837209,47.67109635,23.8372093,22.04318937,2.426910299,6.4,29.48837209,23.8372093,47.67109635,2.426910299,Herbaceous,7.6,6481,26,938,21,749,1,1,12571,731,43.21160889,NA,NA,NA,NA,NA,NA,350,Individuals per m2,350,5.860786223
6773,4316_Birkhofer2012,birkhofer2012,AEG49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.650166113,28.48837209,44.17275748,27.33887043,21.38870432,3.189036545,5.650166113,28.48837209,27.33887043,44.17275748,3.189036545,Herbaceous,7.2,6467,25.9,1048,23,797,1,1,13009,721,42.80860138,NA,NA,NA,NA,NA,NA,573,Individuals per m2,573,6.352629396
6774,4316_Birkhofer2012,birkhofer2012,AEG5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.433222591,27.48837209,44.00664452,29.33887043,22.71428571,3.588372093,5.433222591,27.48837209,29.33887043,44.00664452,3.588372093,Herbaceous,7.8,6481,26,903,23,710,1,1,12196,742,43.58675766,NA,NA,NA,NA,NA,NA,764,Individuals per m2,764,6.639875834
6775,4316_Birkhofer2012,birkhofer2012,AEG50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.583056478,28.82059801,45.67109635,26.33887043,23.22591362,3.358139535,5.583056478,28.82059801,26.33887043,45.67109635,3.358139535,Herbaceous,7.5,6476,25.9,931,25,752,1,1,12578,733,43.45583725,NA,NA,NA,NA,NA,NA,987,Individuals per m2,987,6.895682698
6776,4316_Birkhofer2012,birkhofer2012,AEG6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81627907,26.48837209,44.17275748,30.33887043,22.04318937,2.635880399,5.81627907,26.48837209,30.33887043,44.17275748,2.635880399,Herbaceous,7.8,6484,26,901,22,712,1,1,12213,741,43.6713562,NA,NA,NA,NA,NA,NA,127,Individuals per m2,127,4.852030264
6777,4316_Birkhofer2012,birkhofer2012,AEG7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.549501661,25.15946844,45.50166113,30.00332226,21.05315615,3.412624585,5.549501661,25.15946844,30.00332226,45.50166113,3.412624585,Herbaceous,7.4,6457,25.9,934,25,778,1,1,12907,736,43.24028397,NA,NA,NA,NA,NA,NA,318,Individuals per m2,318,5.765191103
6778,4316_Birkhofer2012,birkhofer2012,AEG8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,29.48837209,47.67109635,23.8372093,22.04318937,2.426910299,6.4,29.48837209,23.8372093,47.67109635,2.426910299,Herbaceous,7.6,6481,26,938,21,749,1,1,12571,731,43.21160889,NA,NA,NA,NA,NA,NA,223,Individuals per m2,223,5.411646052
6779,4316_Birkhofer2012,birkhofer2012,AEG9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.683056478,30.98671096,43.00664452,26.50830565,21.55481728,3.360465116,5.683056478,30.98671096,26.50830565,43.00664452,3.360465116,Herbaceous,7.5,6479,26,966,23,759,1,1,12729,729,43.2726326,NA,NA,NA,NA,NA,NA,414,Individuals per m2,414,6.02827852
6780,4327_Wu2012,wu_autumn,secondary shrub forest_1,NA,NA,NA,NA,NA,22.99,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,1,Number of species,NA,NA,NA,NA,32,Individuals per m2,32,3.496507561
6781,4327_Wu2012,wu_autumn,secondary shrub forest_2,NA,NA,NA,NA,NA,17.74,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,1,Number of species,NA,NA,NA,NA,8,Individuals per m2,8,2.197224577
6782,4327_Wu2012,wu_autumn,secondary shrub forest_3,NA,NA,NA,NA,NA,27.78,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,1,Number of species,NA,NA,NA,NA,24,Individuals per m2,24,3.218875825
6783,4327_Wu2012,wu_autumn,secondary shrub forest_4,NA,NA,NA,NA,NA,23.09,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,2,Number of species,NA,NA,NA,NA,36,Individuals per m2,36,3.610917913
6784,4327_Wu2012,wu_autumn,secondary shrub forest_5,NA,NA,NA,NA,NA,23.46,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,2,Number of species,NA,NA,NA,NA,64,Individuals per m2,64,4.17438727
6785,4327_Wu2012,wu_autumn,secondary shrub forest_6,NA,NA,NA,NA,NA,19.74,no,NA,NA,NA,NA,NA,6.933222591,15.49833887,40.83388704,43.16943522,19.55149502,4.572757475,6.933222591,15.49833887,43.16943522,40.83388704,4.572757475,Broadleaf deciduous forest,6.6,6158,26,443,82,2750,0,0,7504,1062,36.6799202,2,Number of species,NA,NA,NA,NA,12,Individuals per m2,12,2.564949357
6786,4327_Wu2012,wu_autumn,Betula albosinensis forest_1,NA,NA,NA,NA,NA,24.5,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
6787,4327_Wu2012,wu_autumn,Betula albosinensis forest_2,NA,NA,NA,NA,NA,34.25,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,1,Number of species,NA,NA,NA,NA,4,Individuals per m2,4,1.609437912
6788,4327_Wu2012,wu_autumn,Betula albosinensis forest_3,NA,NA,NA,NA,NA,24.76,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
6789,4327_Wu2012,wu_autumn,Betula albosinensis forest_4,NA,NA,NA,NA,NA,24.2,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
6790,4327_Wu2012,wu_autumn,Betula albosinensis forest_5,NA,NA,NA,NA,NA,27.83,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,1,Number of species,NA,NA,NA,NA,4,Individuals per m2,4,1.609437912
6791,4327_Wu2012,wu_autumn,Betula albosinensis forest_6,NA,NA,NA,NA,NA,37.49,no,NA,NA,NA,NA,NA,6.250166113,16.99667774,41.00332226,42.16611296,26.56146179,4.691694352,6.250166113,16.99667774,42.16611296,41.00332226,4.691694352,Broadleaf deciduous forest,4.6,6181,26.2,556,90,3212,0,0,8463,983,34.96297455,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
6792,4327_Wu2012,wu_autumn,Picea asperata plantation_1,NA,NA,NA,NA,NA,23.29,no,NA,NA,NA,NA,NA,6.833222591,16.49833887,41.00332226,42.49833887,25.20930233,5.300332226,6.833222591,16.49833887,42.49833887,41.00332226,5.300332226,Production - Plantation,4.7,6079,26.4,432,84,3232,0,0,7970,1010,35.66705704,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
6793,4327_Wu2012,wu_autumn,Picea asperata plantation_2,NA,NA,NA,NA,NA,21.08,no,NA,NA,NA,NA,NA,6.833222591,16.49833887,41.00332226,42.49833887,25.20930233,5.300332226,6.833222591,16.49833887,42.49833887,41.00332226,5.300332226,Production - Plantation,4.7,6079,26.4,432,84,3232,0,0,7970,1010,35.66705704,1,Number of species,NA,NA,NA,NA,16,Individuals per m2,16,2.833213344
6794,4327_Wu2012,wu_autumn,Picea asperata plantation_3,NA,NA,NA,NA,NA,28.27,no,NA,NA,NA,NA,NA,6.833222591,16.49833887,41.00332226,42.49833887,25.20930233,5.300332226,6.833222591,16.49833887,42.49833887,41.00332226,5.300332226,Production - Plantation,4.7,6079,26.4,432,84,3232,0,0,7970,1010,35.66705704,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
